names,scores,logfoldchanges,pvals,pvals_adj
NUDT17,2.0004578,26.615244,0.04606207536116445,0.9156220651946414
HPGDS,1.9987469,0.854537,0.04595570429892744,0.9156220651946414
CAPN3,1.9981924,1.583427,0.04611153630731663,0.9156220651946414
FAM127B,1.9973621,1.7937562,0.046222756309798926,0.9156220651946414
NME3,1.9969873,1.009369,0.046178617494516135,0.9156220651946414
RBFOX2,1.9908144,1.0571014,0.04686126410086194,0.9156220651946414
GCLM,1.9898096,1.499077,0.04701997893476661,0.9156220651946414
TRMT10C,1.9878359,1.4337618,0.04723132412906192,0.9156220651946414
PRRC2C,1.98509,0.8460282,0.04744797933642305,0.9156220651946414
COPB2,1.9848896,1.3195759,0.04755536339583906,0.9156220651946414
DIP2C,1.984719,0.9634589,0.047527162113897806,0.9156220651946414
ARHGEF12,1.9830915,0.9296057,0.04769985973750671,0.9156220651946414
CNTN4,1.9826134,1.4308999,0.04781370532185519,0.9156220651946414
ARHGEF10L,1.9823459,0.8891398,0.047776665831721785,0.9156220651946414
EED,1.9814285,1.0200702,0.047903577869078125,0.9156220651946414
DIRC3,1.9813664,1.1553544,0.047922839520121725,0.9156220651946414
ZCWPW1,1.9780344,1.3639133,0.04832062397885711,0.9156220651946414
RCAN1,1.9775378,1.654932,0.048408022908360895,0.9156220651946414
ZFP82,1.9731983,1.6455631,0.04890057604123987,0.9156220651946414
PURA,1.9659173,0.93396217,0.04965760716228264,0.9156220651946414
NEK1,1.9607775,0.92608935,0.0502530472657603,0.9156220651946414
SYNCRIP,1.9502761,1.1892884,0.05153016212173174,0.9156220651946414
HP1BP3,1.9484099,0.8260037,0.05169133390521301,0.9156220651946414
CKAP5,1.9476435,1.023698,0.0518210684634197,0.9156220651946414
DNAJC1,1.9468222,0.9004363,0.05190334201658314,0.9156220651946414
ETNK1,1.9466932,0.8381127,0.0519050597314234,0.9156220651946414
IQCJ-SCHIP1,1.9453566,0.9931387,0.05209470181022261,0.9156220651946414
POU6F1,1.9436585,1.865354,0.052388889860372496,0.9156220651946414
MALRD1,1.9407706,1.4521025,0.052700104443174176,0.9156220651946414
TRERF1,1.940012,0.88465315,0.052723187593359096,0.9156220651946414
TOB2,1.939782,1.5243894,0.05282816798230316,0.9156220651946414
TXNL1,1.9395428,1.237977,0.05283352172097149,0.9156220651946414
TOR1AIP1,1.9394156,1.3366001,0.05285116956995643,0.9156220651946414
GKAP1,1.9369926,1.2053865,0.05313950484185287,0.9156220651946414
KAT6B,1.9359043,0.870149,0.05322129449435112,0.9156220651946414
DSCAM,1.9303759,0.8804044,0.053875386854821405,0.9156220651946414
CASC5,1.9252008,3.206439,0.05477080697687976,0.9156220651946414
MAMDC2,1.9249576,0.8760873,0.05458155637178669,0.9156220651946414
SUGT1,1.9229833,1.0651622,0.05486113172343543,0.9156220651946414
TDP1,1.9216198,1.836015,0.05510636331987811,0.9156220651946414
GYPC,1.9202203,0.88590217,0.055181992114957334,0.9156220651946414
EML5,1.919972,1.3620708,0.05528089327860997,0.9156220651946414
LAMP2,1.9197159,0.91692144,0.055248807133231034,0.9156220651946414
CD302,1.9191015,1.5885203,0.05540340832776505,0.9156220651946414
MATR3,1.9159507,3.1908937,0.055939077546536584,0.9156220651946414
ZNF677,1.9156684,3.1773884,0.055973805253235726,0.9156220651946414
BACH2,1.9137961,1.5660856,0.05609443667850356,0.9156220651946414
IL6ST,1.913434,0.8517393,0.056013149442964184,0.9156220651946414
ERMN,1.9127733,3.165126,0.05634325409058863,0.9156220651946414
CD164,1.910246,0.9752282,0.05647113284045408,0.9156220651946414
RABGGTA,1.9101402,3.1590683,0.056681515202528114,0.9156220651946414
PLXDC2,1.9065009,0.4247869,0.056870648625923184,0.9156220651946414
TMEM191B,1.9064729,3.130477,0.0571535830116857,0.9156220651946414
FBXO38,1.9057951,0.9939077,0.05705011627619213,0.9156220651946414
RHPN2,1.9052733,3.1382463,0.05731089927864212,0.9156220651946414
SLC4A7,1.9048901,0.86406714,0.05711009534692137,0.9156220651946414
HYAL1,1.903227,3.1325576,0.057576941268737476,0.9156220651946414
RP11-618P17.4,1.9025553,3.1211643,0.057663452090137866,0.9156220651946414
SMC1A,1.9023275,1.0552971,0.05751040924554219,0.9156220651946414
CHD6,1.9017678,0.8193562,0.05754095328031995,0.9156220651946414
DMTN,1.9015265,1.6516258,0.05769340797232265,0.9156220651946414
CCNB2,1.9000322,3.1222315,0.057995380153809103,0.9156220651946414
CENPT,1.8989762,1.3446153,0.05798879445868714,0.9156220651946414
NDUFC1,1.8986849,1.4835898,0.05803024891136194,0.9156220651946414
PRTG,1.8961152,3.0970514,0.05850964754425775,0.9156220651946414
SMURF1,1.8959969,0.8067126,0.05829246974690686,0.9156220651946414
KIF3B,1.8925732,1.2038223,0.058817944321093926,0.9156220651946414
CDK14,1.8896701,1.2472495,0.05921134335596385,0.9156220651946414
ABHD2,1.8870076,0.9524939,0.05953762343055409,0.9156220651946414
SEC16A,1.886523,1.2846688,0.05964072618726361,0.9156220651946414
TCTEX1D1,1.8848681,3.0470755,0.06001049452441488,0.9156220651946414
CDK16,1.8833387,1.9120966,0.060144392753801096,0.9156220651946414
SIRPA,1.8832417,0.8312099,0.060018254965464105,0.9156220651946414
SMAD3,1.8832169,0.8601575,0.06002952006230423,0.9156220651946414
HMGB2,1.8828235,2.473201,0.060256337219292376,0.9156220651946414
ZNF804A,1.8827939,0.9896323,0.06010463085340248,0.9156220651946414
STARD13,1.881099,0.81130904,0.0603021391275082,0.9156220651946414
MAPK8IP2,1.8802658,2.4599197,0.06060713742961236,0.9156220651946414
CACNA1E,1.8791822,3.0416656,0.060783336817632615,0.9156220651946414
GRAP,1.878148,2.122363,0.06086960565730953,0.9156220651946414
EPB41L2,1.875844,0.91259015,0.06098322044712816,0.9156220651946414
RHOC,1.8753238,2.4513538,0.06128289322557666,0.9156220651946414
TPRKB,1.874675,1.7405897,0.06131378998081056,0.9156220651946414
AXDND1,1.8746092,3.0206892,0.06140949517491118,0.9156220651946414
KCNMA1,1.8727356,0.8824715,0.0614247293913413,0.9156220651946414
PADI1,1.8720818,3.0050604,0.06175717565237453,0.9156220651946414
PWWP2B,1.8716908,3.0069392,0.0618114530564929,0.9156220651946414
FASTK,1.8709776,1.318914,0.06177212997841183,0.9156220651946414
PNMA6A,1.8703887,3.0099316,0.06199249229776456,0.9156220651946414
INO80D,1.8701816,0.9056629,0.06182803439567521,0.9156220651946414
GAA,1.8694878,0.87762195,0.06191889168800951,0.9156220651946414
CSK,1.8688787,0.9137541,0.06201163484515106,0.9156220651946414
FCHO2,1.8683907,0.837426,0.06206239673038973,0.9156220651946414
CXorf23,1.8642974,1.032985,0.0626660414975065,0.9156220651946414
SEL1L3,1.862756,2.9775217,0.06305760409055501,0.9156220651946414
RNMTL1,1.8616972,2.9884152,0.06320876939547786,0.9156220651946414
NSUN3,1.8590451,1.0093688,0.06340319582746089,0.9156220651946414
SYT6,1.8557187,0.8144982,0.06384688293257748,0.9156220651946414
GABPB1,1.8544819,0.93781906,0.06404783784329086,0.9156220651946414
PABPC1,1.8533292,0.7884305,0.06417300676702507,0.9156220651946414
PRDM2,1.8528658,0.79492676,0.06424891599872096,0.9156220651946414
TNFRSF11B,1.8527453,2.9468026,0.06447869593428618,0.9156220651946414
POLD4,1.852463,2.3887062,0.06449183168995966,0.9156220651946414
PTPRR,1.8484279,2.3884037,0.06507388778874076,0.9156220651946414
PC,1.8478183,1.7048,0.06510322403963438,0.9156220651946414
CFAP36,1.8416859,2.3689806,0.0660525574011727,0.9156220651946414
KATNBL1,1.8413924,0.7951864,0.06591534499848055,0.9156220651946414
MAP4K4,1.841131,0.8830295,0.0659236271810136,0.9156220651946414
