names,scores,logfoldchanges,pvals,pvals_adj
GREB1,0.91107225,1.7632542,0.36262179997042965,0.949303543088246
AP5M1,0.9105788,0.5858175,0.362782183695077,0.9495157577628777
ASAP1,0.91042,0.38602722,0.3628468591444274,0.9495463937259861
AP5S1,0.9102179,1.7560471,0.363070360704295,0.9498419957829193
HLA-DMA,0.90983313,1.0916283,0.36321724434072455,0.9498419957829193
P2RX1,0.90981966,0.5690324,0.36317852475126067,0.9498419957829193
MAPK14,0.9096131,0.405298,0.36327773753696835,0.9498419957829193
C18orf32,0.909425,1.7562155,0.36348831865638886,0.9499769062887341
CEP89,0.9087873,0.50999933,0.3637217750250934,0.9504484750874379
CHCHD1,0.90862155,0.78471607,0.3638393584266465,0.9505302699600714
TGFBI,0.90853816,0.86704135,0.36387647241342547,0.9505302699600714
TEAD1,0.90849125,0.96059555,0.36391215233381513,0.9505302699600714
SEMA4A,0.9083746,1.7519583,0.36404164638092107,0.9507299756737165
CHCHD3,0.9078969,0.38288903,0.36417408173563026,0.9509275992443419
ZSWIM4,0.90789336,0.7835621,0.3642234127196057,0.9509275992443419
ZMAT5,0.90777224,0.95798993,0.364289795735259,0.9509294226318871
APOA1BP,0.90769994,1.7525162,0.36439805378266465,0.9509680466018411
ESYT3,0.90731233,1.7483135,0.36460220777171326,0.9512238650146605
MEP1A,0.9071724,1.7498015,0.3646760254138719,0.9512780022655802
RAB6B,0.90669703,0.7334749,0.3648470702873742,0.9513794841915836
TRIM3,0.9066417,1.0870838,0.36490131861283137,0.9513794841915836
MRC1,0.9063988,0.38753664,0.36496831992298273,0.9513794841915836
CASP5,0.9061815,1.7465572,0.3651993886561845,0.9513794841915836
MAU2,0.90614873,0.47304958,0.36511377935802125,0.9513794841915836
CENPK,0.9059596,1.0906318,0.36526288601431967,0.9513794841915836
STK4,0.90555084,0.3819414,0.365414735414786,0.9513794841915836
DBF4,0.9055405,1.0872812,0.3654823151125236,0.9513794841915836
MRPL51,0.90519345,1.0872304,0.36566687072581183,0.9513794841915836
METTL21A,0.90507454,0.42744878,0.3656764486742803,0.9513794841915836
ABCC3,0.9049676,0.60400194,0.3657491596899054,0.9513794841915836
PRTFDC1,0.90493196,0.56211966,0.36576605524975314,0.9513794841915836
CD247,0.90490955,0.95510733,0.36580400784181877,0.9513794841915836
GINS3,0.9047268,1.0845218,0.3659143751359494,0.9513794841915836
MEN1,0.90468335,1.3000593,0.36595749299787506,0.9513794841915836
NXF3,0.90468335,1.7429452,0.3659919504828829,0.9513794841915836
DCPS,0.9042485,1.0837145,0.366167210217914,0.9513794841915836
FA2H,0.9042213,1.7420983,0.36623609727282536,0.9513794841915836
MECOM,0.9039404,0.55916554,0.36629193657922543,0.9513794841915836
EIF3L,0.90380085,0.49699965,0.3663601795924636,0.9513794841915836
COLGALT2,0.9035876,1.7495202,0.3665741987387865,0.9513839708399431
HSPA4L,0.903577,1.081169,0.366522873473355,0.9513839708399431
AES,0.9034003,0.5085103,0.3665709334311139,0.9513839708399431
PPP1R1A,0.90295875,1.7493458,0.366907625152308,0.9516618206946729
PSCA,0.9028591,1.7356546,0.366957808063469,0.9516618206946729
FURIN,0.90281665,1.0833027,0.36692651312532454,0.9516618206946729
TAOK1,0.90280205,0.3787665,0.36687245068652385,0.9516618206946729
RFPL3S,0.9024741,1.297318,0.3671278387425223,0.9516618206946729
SUCLG1,0.90218127,0.7292141,0.367238230802998,0.9516618206946729
MANBA,0.90211284,0.3895534,0.3672346576745119,0.9516618206946729
WTIP,0.9017765,1.078861,0.3674775813259247,0.9516618206946729
EDNRB,0.90124106,1.7314078,0.3678157838174756,0.9519577054580752
DPM1,0.90117604,0.5308108,0.36775185824550716,0.9519577054580752
MREG,0.9010611,1.2953843,0.3678782881312993,0.9519577054580752
EFCAB5,0.9009018,1.297101,0.36796356917990647,0.9519577054580752
RAB3IL1,0.90083456,0.69108623,0.367947189793038,0.9519577054580752
ZDHHC21,0.9004334,0.39652085,0.3681334615005727,0.9520344103098932
PSMC3IP,0.90043086,1.2922639,0.3682124240073301,0.952051912989384
C17orf75,0.9001659,1.2959647,0.3683542713521609,0.9521440040748143
MTERF3,0.8998711,0.7746675,0.36847325481208104,0.9521653346316384
RIMKLA,0.8997763,1.7280556,0.3685941975062291,0.9521653346316384
PRDM4,0.8997513,0.72803783,0.3685281906745492,0.9521653346316384
RNF220,0.8993853,0.5562355,0.3687105672933946,0.9521653346316384
TSPAN8,0.8990027,1.7266951,0.3690051861903155,0.9521653346316384
KIAA0141,0.89890456,0.43327266,0.3689527352687365,0.9521653346316384
SFT2D1,0.8985339,0.59681267,0.3691637910212502,0.9521653346316384
NR3C2,0.898498,0.39040643,0.3691634839151108,0.9521653346316384
CCHCR1,0.8979948,0.8374956,0.36948238837257263,0.9521653346316384
SULF2,0.8978864,1.7231795,0.36959940479972997,0.9521653346316384
SLC41A2,0.8976895,1.2903355,0.3696713861059008,0.9521653346316384
PPP1R2,0.89755195,0.44919094,0.3696754905888767,0.9521653346316384
KCNC1,0.89744574,1.7238861,0.3698338596545979,0.9522550246493634
ERAP1,0.8973712,0.50150084,0.36978041011192875,0.9522550246493634
DCDC1,0.8971696,1.0747423,0.36992815170040194,0.9522550246493634
CPEB1,0.89689046,1.2879378,0.3700971079288249,0.9522550246493634
C10orf76,0.896749,0.37962803,0.37008932135069084,0.9522550246493634
TMEM183A,0.8963339,1.2840809,0.37039320582883695,0.9526074263316978
S100PBP,0.8961629,0.41669747,0.37041069720317943,0.9526074263316978
VMA21,0.8960844,0.9430454,0.3704933250000513,0.9526074263316978
FAM234B,0.8958078,1.2864004,0.3706750966455227,0.9526421726367542
RIOK3,0.8955783,0.43210617,0.37072586167098054,0.9526421726367542
RP11-298I3.5,0.89529,1.713339,0.37098305062231085,0.9528954895652539
PEX1,0.8952481,0.55382025,0.370915982123054,0.9528954895652539
ZNF638,0.8944923,0.38588896,0.37129460482883214,0.9532837419309145
PTCD1,0.8939045,1.2803234,0.371690260431908,0.953436422022727
RERGL,0.8938983,1.7113773,0.3717263836615441,0.953436422022727
PLEKHH3,0.89387006,1.2801728,0.3717089519970429,0.953436422022727
GPR161,0.8935559,1.0701162,0.37185733667935283,0.9536358536930012
MRPL22,0.893329,0.85246307,0.3719563784443257,0.9537534029456419
AC245100.1,0.89310163,1.7099507,0.37215200946649984,0.9538457137112492
RPP14,0.89302456,1.0688825,0.3721409135006608,0.9538457137112492
NHLRC2,0.8923382,0.4201875,0.37245790633484943,0.9542204414689883
IRF2BP1,0.89231,1.7100719,0.3725759824964412,0.9542501874883846
YAE1D1,0.892234,0.55198073,0.37252773377054993,0.9542501874883846
HPSE2,0.89187235,1.0663501,0.37275832649984975,0.954312277387834
DHRS11,0.89186686,1.7082882,0.3728131696165905,0.954312277387834
ISOC1,0.8918458,1.2771221,0.37279094388902456,0.954312277387834
MYL12B,0.8915956,0.56827873,0.3728730468111957,0.9543292742914754
TTI2,0.8910475,0.68105966,0.3731700896668797,0.9547058988012814
BTBD2,0.8910082,0.509204,0.37317997505860645,0.9547058988012814
LRRC61,0.89046067,1.2732482,0.37353379783138274,0.9553767813026004
FBXO6,0.8902226,1.7000291,0.37369339551345493,0.9553767813026004
SIN3B,0.8896299,0.550718,0.37392383774989957,0.9553767813026004
AIF1L,0.8895757,1.7059555,0.37404127936400766,0.9553767813026004
PRDX5,0.8895422,0.6392368,0.37398163632832193,0.9553767813026004
AMER2,0.8894767,1.0676382,0.37404273273115185,0.9553767813026004
PRKCE,0.8893393,0.37728527,0.37405917813614165,0.9553767813026004
DNAJC4,0.8892828,0.71667826,0.3741232160431881,0.9553767813026004
TRAK1,0.88920176,0.3758316,0.37412967094562444,0.9553767813026004
VTI1B,0.88913417,0.934506,0.3742132587570407,0.9553767813026004
PUDP,0.8888295,0.48862913,0.3743482378595038,0.9553767813026004
ZNF274,0.88875467,0.71528924,0.3744064508079752,0.9553893291364788
ZNF330,0.8878235,0.61266637,0.37489961977853936,0.956375492265561
ZNF442,0.88725543,1.6990817,0.3752868882852288,0.9570452722200039
CDKN2AIPNL,0.8868575,1.697282,0.3755008766818271,0.9573366110967749
KCNB1,0.88671815,1.2670428,0.37554340339353576,0.9573366110967749
TTC9,0.8863899,1.6921775,0.3757516848000295,0.9574624753986202
BAG3,0.88630676,1.2667404,0.3757645225928854,0.9574624753986202
TOR1B,0.8861364,0.6757783,0.37580816838955833,0.9574624753986202
CCER2,0.8860476,1.6919329,0.37593607877499746,0.9574624753986202
IGFBP4,0.8859913,1.694348,0.3759666609578761,0.9574624753986202
ZNF701,0.8857248,0.7126081,0.376035863463021,0.9575026830167775
FUZ,0.8853781,1.69771,0.3762977459058814,0.9575284425338649
SLAMF8,0.88527995,1.6932697,0.3763498816616363,0.9575284425338649
OXER1,0.8851539,1.0572067,0.3763664736189676,0.9575284425338649
C3orf33,0.88467306,1.0581663,0.3766256965346054,0.9575307291865611
SMCR8,0.8845728,0.8426404,0.3766573684968745,0.9575307291865611
S100A10,0.8845618,1.6899334,0.376735724917292,0.9575307291865611
RP11-463D19.2,0.8845503,1.0562595,0.3766918790740774,0.9575307291865611
TBC1D16,0.8843924,0.3868976,0.3767243488970242,0.9575307291865611
DNAJC17,0.88437134,0.4746351,0.37674128265942297,0.9575307291865611
ZNF829,0.883898,1.6836437,0.377093360447471,0.9579040674870161
MAPKAPK3,0.8836132,0.5193635,0.377155355814089,0.9579040674870161
SLC25A32,0.88288355,0.56197804,0.3775593072675002,0.9579804051103713
C9orf40,0.8827857,1.682174,0.37769346928976744,0.958049119921943
BUB1,0.8824143,1.6945025,0.3778966442734958,0.9582932869213022
DNAH5,0.88172764,1.6786808,0.37826460949745333,0.9585974528164094
PEX14,0.8816658,0.42633528,0.3782009040407157,0.9585974528164094
PTEN,0.88164204,0.3788792,0.37820221889778827,0.9585974528164094
BCAR1,0.8815935,1.6807586,0.3783374416309325,0.9585974528164094
FAHD1,0.88146085,0.7114445,0.3783368625390322,0.9585974528164094
TSTD2,0.8811766,0.53031576,0.37847481057778487,0.9587110048790102
BCAN,0.8809031,1.2569709,0.3786791804953711,0.9589211738324653
DISC1,0.8804212,0.42272416,0.37885816617959645,0.9590273602076625
SLC25A20,0.8801961,1.2540458,0.37906145146433257,0.9590273602076625
HPS4,0.88005537,0.42879954,0.3790736769595179,0.9590273602076625
IFIT5,0.8799349,1.2559646,0.37920260678076045,0.9590273602076625
TMEM254,0.8793784,1.2555975,0.3795042985234611,0.9594087194508822
MTURN,0.87906367,0.472269,0.3796184637856166,0.9594087194508822
HMGN3,0.87893623,0.38865855,0.3796745205726073,0.9594087194508822
FAM178B,0.878654,1.2510107,0.3798963272569986,0.9595634158671209
NSA2,0.878575,0.52933675,0.37988354582279005,0.9595634158671209
TIGD5,0.8785321,1.6724547,0.3799932633926928,0.9596730402335039
ZNF383,0.87800854,0.92239106,0.3802151936767171,0.959963036880117
RNF24,0.87780106,0.46290866,0.38030043096487587,0.9600430256972771
RASD1,0.87750244,1.252711,0.38052036456743954,0.9604582032372787
C19orf35,0.8774036,1.2542722,0.3805749206839154,0.9604582032372787
SAMM50,0.87684894,0.8340259,0.38083561573466007,0.9604582032372787
C7,0.8768383,1.6659068,0.3809111324996123,0.9604582032372787
SPAG6,0.8765907,0.7544012,0.3809827503327309,0.9604582032372787
OPALIN,0.8764932,1.6688926,0.3810991586620124,0.9604582032372787
KIAA1644,0.8764796,1.6675893,0.3811061781811167,0.9604582032372787
RBBP4,0.8764077,0.44844908,0.38105243282788814,0.9604582032372787
NINL,0.8763283,1.2512393,0.3811570006550923,0.9604582032372787
ACTN1,0.87620187,0.7530828,0.38119360127924073,0.9604582032372787
RP1-37E16.12,0.8758757,1.6637781,0.3814335489517926,0.9604582032372787
XYLB,0.87584287,0.49026176,0.3813621925548839,0.9604582032372787
KIF21B,0.8757401,0.6037766,0.38142954720183253,0.9604582032372787
PLK4,0.8757042,1.6632097,0.38152667615269165,0.9604582032372787
RPSA,0.87537163,0.41073185,0.3816132373437643,0.960473431429048
TMEM45A,0.87525785,1.664053,0.38176949798813764,0.960473431429048
OLFM1,0.87513703,0.70484036,0.38176465162329654,0.960473431429048
MYBL2,0.8750569,1.6652893,0.3818787682231599,0.960473431429048
SPDYE6,0.8749142,1.6627309,0.3819563192852111,0.960473431429048
THRA,0.8746517,0.9171312,0.3820383310767983,0.960473431429048
KSR2,0.87462145,0.63493377,0.38203417220654534,0.960473431429048
TNFRSF19,0.8742535,1.6593868,0.3823151626270489,0.960473431429048
ADGRF3,0.8742254,1.660575,0.38233049432446564,0.960473431429048
TM7SF2,0.8741363,1.0446814,0.38233140395154286,0.960473431429048
CTD-3105H18.16,0.87395716,0.9180117,0.3824162358170651,0.960473431429048
SVBP,0.8735544,0.75075084,0.3826316851895505,0.960473431429048
BIK,0.8735126,1.6569939,0.3827178416706857,0.960473431429048
ZGLP1,0.87299913,1.040704,0.38294941344038314,0.960473431429048
TNFRSF10A,0.87288725,0.8282968,0.3829890849637808,0.960473431429048
TAF9B,0.8727642,1.6560028,0.3831252046000173,0.960473431429048
STK36,0.87273324,1.2441232,0.38311291064934616,0.960473431429048
ACSM6,0.8726058,1.6548359,0.383211424570738,0.960473431429048
NOB1,0.87220436,0.9151614,0.3833703846051114,0.960473431429048
DDN,0.8721128,1.2419726,0.3834501272537677,0.960473431429048
ITPKB,0.87204915,0.40038624,0.3834179149287882,0.960473431429048
CDCA2,0.87197053,1.6701857,0.38356101399003306,0.960473431429048
TEK,0.87184936,1.6569306,0.383624235102241,0.960473431429048
COA3,0.8718013,1.0395699,0.3836021638295477,0.960473431429048
RP3-403A15.5,0.87178093,1.6544256,0.3836610706925705,0.960473431429048
FUNDC1,0.87170017,1.0420059,0.3836577199380181,0.960473431429048
CNTN6,0.87163794,1.0387968,0.38369127380084544,0.960473431429048
POMT1,0.8714472,0.66367143,0.3837680720602469,0.960473431429048
GRIN3A,0.87144685,1.6537788,0.38384312307686597,0.960473431429048
ZNF534,0.87132126,1.6524638,0.3839113136541522,0.960486770766694
CHMP4B,0.8712917,0.5386714,0.3838464611601975,0.960473431429048
RPP21,0.87113535,1.6505167,0.3840125340893058,0.960486770766694
MRPL47,0.8707197,1.0382589,0.3841912286633675,0.9605395443586163
MCUR1,0.8705566,0.8112238,0.3842754917164546,0.9605395443586163
SYT13,0.87048155,1.036706,0.38432175011334857,0.9605395443586163
RPS25,0.87038785,0.39580357,0.3843271313103843,0.9605395443586163
HMGN2,0.8702942,0.7505843,0.3844087186895411,0.9605395443586163
ZFP90,0.8702839,0.6327751,0.38439824588918237,0.9605395443586163
NT5DC2,0.8702803,1.6511211,0.3844791278253469,0.9605815812400235
COMMD5,0.8697999,1.2379402,0.3847118400700905,0.9606274474295086
NANP,0.86932844,1.6483054,0.3849987168430967,0.9610540083074053
CYP26A1,0.86902064,1.64612,0.38516653659986555,0.9610540083074053
DUSP27,0.868772,0.69887334,0.3852348141736077,0.9610540083074053
S100A4,0.8687439,1.2358079,0.38528855604763945,0.9610540083074053
RTP4,0.8686711,1.23526,0.3853282662910854,0.9610540083074053
P3H3,0.8683545,1.6432837,0.38553047247511385,0.961198782974811
NFYC,0.86798304,0.3851727,0.38563933801580763,0.9612280502441372
C11orf30,0.8678449,0.39979857,0.3857180228064586,0.9612652963754451
F13A1,0.8677419,0.47949126,0.38577740446979214,0.9612796431089093
ZCCHC4,0.86746526,1.2336143,0.3859875240339866,0.961460400249619
NEDD4,0.86735255,0.69630563,0.3860108501950523,0.961460400249619
FBXO28,0.8673447,0.38521788,0.3859889347975991,0.961460400249619
TRAF3IP1,0.8671528,0.6610477,0.3861144635130267,0.9614740905524165
TDRD10,0.8669244,1.2354313,0.3862843423987079,0.9614740905524165
TARBP1,0.8668797,0.4963099,0.38625426922966044,0.9614740905524165
SLC35E2,0.86681783,0.69728273,0.3863036277003524,0.9614740905524165
SLBP,0.86664635,0.69567746,0.38639752425916507,0.9614740905524165
MAP2K4,0.8665556,0.38218498,0.3864213718006215,0.9614740905524165
TOP2B,0.86649793,0.44388554,0.38646060864513354,0.9614740905524165
DACT3,0.86616045,1.0327666,0.38668394705148357,0.9614740905524165
CDAN1,0.8661301,0.91133416,0.38669023131196123,0.9614740905524165
CYTH1,0.8660086,0.37502205,0.38671801216457335,0.9614740905524165
C14orf166,0.866001,0.8023046,0.38676724684667385,0.9614740905524165
SHPRH,0.8659912,0.3643672,0.38672233832469805,0.9614740905524165
LGMN,0.8659357,0.41306728,0.3867639233022917,0.9614740905524165
STAU1,0.86547124,0.42145324,0.38701918452913664,0.9616134168767593
GATB,0.86504376,0.6213279,0.3872738309519912,0.9616134168767593
COPS5,0.8650016,1.2281041,0.387337020654444,0.9616134168767593
MKI67,0.8649079,1.6485829,0.3874198017971475,0.9616134168767593
OCEL1,0.86469936,1.2286713,0.387502140421766,0.9616134168767593
LYSMD2,0.8646097,0.74094725,0.3875206584579778,0.9616134168767593
CUL3,0.86413777,0.3669573,0.3877443005948449,0.9618724314225297
POMC,0.8638439,1.637064,0.3880011942458722,0.9618724314225297
VMP1,0.86349624,0.36728483,0.3880904143053787,0.9618724314225297
CERS2,0.8634472,0.618604,0.3881497442905468,0.9618724314225297
WFIKKN1,0.8630597,1.6305394,0.38843079886345944,0.9618724314225297
MAFK,0.86299103,1.0272299,0.3884223651599218,0.9618724314225297
SUDS3,0.86291546,0.7431346,0.3884516006595422,0.9618724314225297
IKZF3,0.8628795,1.0285275,0.3884835659655871,0.9618724314225297
TMEM150C,0.8627924,1.2274379,0.3885495327969414,0.9619029035931461
SGPP2,0.8618508,1.224179,0.38906653116946643,0.9624905619579964
UPP2,0.8616795,0.7401748,0.3891306329291655,0.9624905619579964
FAM120AOS,0.8610859,0.5298074,0.38943824235190616,0.962715909426554
TIMELESS,0.8607857,1.2240052,0.38965273075168894,0.962715909426554
TDRD15,0.86076,1.6269978,0.3896951229177765,0.962715909426554
DHRS13,0.860722,1.6257002,0.3897155763984188,0.962715909426554
LRRC43,0.8607034,1.6243272,0.38972584938109356,0.962715909426554
MED30,0.86068445,1.0263408,0.38969164892147035,0.962715909426554
AGPAT1,0.86065185,0.79720473,0.38970469681587594,0.962715909426554
RPLP1,0.8597952,0.36327884,0.39013123070512257,0.9632031085686247
TNFAIP2,0.8597447,0.44229957,0.39017071613586896,0.9632031085686247
CDK9,0.8597313,0.5172141,0.39018042520233076,0.9632031085686247
TTC37,0.8596658,0.36699435,0.39020311137037555,0.9632031085686247
LPIN2,0.859388,0.36214498,0.39035354993811844,0.9634417921231875
NIPBL,0.8588287,0.39414704,0.3906573422560129,0.9639261551660409
FAAP20,0.858404,0.6907569,0.3909279005141707,0.9642161924640825
APC2,0.85768515,1.6185994,0.39138859219544464,0.9647062134133879
MTAP,0.8576811,1.6188254,0.39139101390209197,0.9647062134133879
ADPRM,0.8575796,0.7353649,0.39138943820452576,0.9647062134133879
C8orf44-SGK3,0.8573211,0.7353901,0.39153214546338144,0.9647062134133879
KLHL4,0.8570046,1.0190296,0.3917195505183726,0.9647062134133879
MYO1C,0.856983,0.64593744,0.39171438248143864,0.9647062134133879
AGAP3,0.85659546,0.5037641,0.3919087834135392,0.9647779495494436
ASL,0.8560804,0.6882294,0.39221035960537354,0.9649217491984661
THAP6,0.8560724,0.79295886,0.39223033264400387,0.9649217491984661
HIST1H2BB,0.85603833,0.7920856,0.392248607943808,0.9649217491984661
DYRK2,0.8560229,0.65205556,0.3922365867278972,0.9649217491984661
NTM,0.8558944,0.51454556,0.3922988791787583,0.9649217491984661
TIMM17B,0.8556515,1.0157855,0.3924668702426287,0.9651552382395003
TRIB3,0.8553895,1.2123581,0.39262843066497477,0.9652178940188216
LCAT,0.85516614,1.2118802,0.39275188389318727,0.9652178940188216
CCT3,0.8550616,0.4278065,0.39275289997175056,0.9652178940188216
GPHN,0.85494375,0.3634575,0.3928071749331161,0.9652178940188216
LCOR,0.8548708,0.36032006,0.39285003652579065,0.9652178940188216
HMGXB3,0.85416496,0.6868481,0.3932696836106784,0.965675368511986
FSHR,0.85414714,1.6089591,0.3933429325094261,0.965675368511986
SCX,0.8540683,1.2115068,0.39335945224113145,0.965675368511986
RPL10,0.8540128,0.37214023,0.3933285382901701,0.965675368511986
PALM2-AKAP2,0.8533001,1.2116368,0.39378475672458557,0.966190192861336
ANKRD29,0.85305995,1.6077509,0.39394495224574155,0.9662293256567457
RASGRF2,0.8526957,0.7902305,0.3940973998314211,0.9662293256567457
BMF,0.8526932,0.73062617,0.3940916175328524,0.9662293256567457
GALNT12,0.8523375,1.2094405,0.39431771590455045,0.9662293256567457
PUS7L,0.8522595,0.51078135,0.3943165629953592,0.9662293256567457
LRP5L,0.85215086,0.8916452,0.39439361685989116,0.9662293256567457
SGTB,0.851466,0.7902367,0.39478164788073555,0.9665339779009535
MAP6,0.8512583,1.6028949,0.3949432419494948,0.9665864514090146
FKBP14,0.85125685,1.0123733,0.3949002287306669,0.9665864514090146
LDAH,0.8509708,0.44393712,0.3950220442283515,0.9665864514090146
SLC16A3,0.8508687,0.44184437,0.39507859698057846,0.9665864514090146
METTL2A,0.85081655,1.0085993,0.3951448849329753,0.9665894030496687
MAATS1,0.85079336,1.6059552,0.39520226528173097,0.9665894030496687
ABHD17A,0.8505896,0.5630189,0.3952415666826995,0.9665894030496687
PIK3AP1,0.85015106,0.36168346,0.395462354937841,0.9667897213016899
RBM5,0.84969944,0.37611735,0.39572357117785384,0.9670280022404888
MVD,0.8496395,0.68331045,0.3957798732956229,0.9670280022404888
BCL3,0.8495491,1.6118752,0.39589510215694235,0.9670280022404888
ZBTB40,0.849353,0.46432027,0.3959236799264967,0.9670280022404888
NUP85,0.84888214,0.4745452,0.3961834210080052,0.9673955431249737
DERL1,0.84832054,0.58290106,0.3965067711479281,0.9675720598805264
EPAS1,0.84829986,1.2011554,0.39655969572473215,0.9675720598805264
DPY30,0.84811467,0.485077,0.3966130184763107,0.9675720598805264
GBAS,0.84810007,0.41231087,0.3966149445499335,0.9675720598805264
MAGED1,0.8478554,0.4026149,0.3967492753211235,0.9676746355448623
PPP1R14B,0.84756285,1.5921143,0.39699626436921664,0.9676746355448623
RAB3B,0.8475061,1.5938628,0.39702792912232376,0.9676746355448623
RMND1,0.8474738,0.5375942,0.3969764328885833,0.9676746355448623
IST1,0.8473971,0.39979747,0.3970070197533947,0.9676746355448623
PGM1,0.84711313,0.6799986,0.39718513514291975,0.9676746355448623
ALYREF,0.8471015,1.5948263,0.3972534654537899,0.9676746355448623
OXCT1,0.84674054,0.49340975,0.3973804713461633,0.9676746355448623
RPUSD2,0.84650815,1.5913723,0.3975833579812915,0.9676746355448623
TMX4,0.846436,0.6815603,0.3975625733201903,0.9676746355448623
FZD3,0.8461836,0.7860892,0.3977182682468484,0.9676746355448623
SNTA1,0.8461535,1.1973971,0.3977545001313588,0.9676746355448623
MKRN1,0.84592074,0.4538468,0.3978353426415112,0.9676746355448623
ATP5S,0.8457352,0.8022426,0.39795255010804,0.9676746355448623
CNOT8,0.84513384,0.64340585,0.39828300101492975,0.9682154971784147
ZNF577,0.8444043,0.6326164,0.398699251838575,0.96839985447239
LY75-CD302,0.8440238,1.5910894,0.3989699474781506,0.9688253976741431
RYBP,0.8436972,0.43748292,0.39907237212376123,0.9688253976741431
CHRM5,0.8436047,1.1916969,0.3991760431513227,0.9689410629019107
TRIM8,0.8427417,0.7228032,0.39963053805832727,0.9696503824084427
LIN52,0.84201205,0.4250649,0.40001688824351245,0.9699860277628689
NKTR,0.841941,0.36113074,0.4000408201269545,0.9699860277628689
POLH,0.84173703,0.6766195,0.4001855356197165,0.9700664950540603
SLC8A1,0.8415812,0.40651757,0.4002349546703018,0.9700664950540603
PSTPIP2,0.8413321,0.41656312,0.40039528683959935,0.9700718891282456
MRPS33,0.8413199,0.7215064,0.40042614436151625,0.9700718891282456
RAB13,0.84122765,1.18858,0.4005046796308689,0.9700718891282456
FOSB,0.84116334,1.5777446,0.4005662834852428,0.9700718891282456
C12orf49,0.8408369,0.9979451,0.4007072125195591,0.9701375151554046
SRSF11,0.8404819,0.3571489,0.40085956570099757,0.9701375151554046
FASN,0.83931243,0.9982306,0.40156224488991077,0.971444642631112
SIGLEC7,0.8391254,1.5771456,0.40170839350430887,0.9716670708350076
ZNF512,0.83874524,0.42691743,0.4018451131248568,0.971866634899647
HCN3,0.8384493,1.5746076,0.4020871800279745,0.9721897476640776
ANKLE2,0.8379517,0.4787991,0.40229280273432966,0.9723944142234495
PLPP4,0.8377356,1.1825888,0.402461294660696,0.9724384914527074
NNT,0.8376539,0.3889583,0.40245384812672413,0.9724384914527074
NELFB,0.83751965,0.5767718,0.4025434719321357,0.9724391948989759
AIDA,0.8374522,0.43281925,0.4025700806284336,0.9724391948989759
CLCN3,0.8371034,0.41503808,0.40276374561337613,0.9726448745608758
ING2,0.8364729,1.1827694,0.40317007548301576,0.9732328000415487
ZDHHC3,0.83642066,0.5002356,0.40315845683489127,0.9732328000415487
DNAJC30,0.8360034,1.5636269,0.40345908632332217,0.9736102545525762
CRKL,0.83600193,0.53039473,0.40339439877101035,0.9736102545525762
ZNF77,0.8356461,1.5640763,0.40366012319890576,0.9736758836494168
SH3BP4,0.83545804,1.5633545,0.4037654640980207,0.9736758836494168
LRRC28,0.83538985,0.4317335,0.4037288774286433,0.9736758836494168
TCF4,0.83525956,0.37100127,0.4037881579298095,0.9736758836494168
MIS18A,0.835139,1.1786764,0.403919987471978,0.9738396304372019
RNF216,0.8349538,0.35224342,0.4039647156047659,0.9738396304372019
MN1,0.8343495,1.5588315,0.4043888628009198,0.9742472018972748
CNNM3,0.83402044,0.9875212,0.4045345084036258,0.9742472018972748
RB1,0.83385164,0.3772084,0.40457930544339626,0.9742472018972748
LTBP3,0.83373964,0.46581692,0.4046588530826354,0.9742472018972748
SNRPB,0.8335813,0.6683743,0.4047638355021018,0.9742472018972748
RBPMS,0.8335486,1.5612254,0.4048403105507531,0.9742472018972748
CREB1,0.8329598,0.3499091,0.40508936101823145,0.9745323496664616
KIAA0040,0.8328707,0.9886585,0.4051824709306536,0.9745323496664616
PAFAH1B2,0.83272403,0.4469967,0.4052306222477856,0.9745323496664616
CEACAM8,0.83235115,1.554314,0.40551417457779515,0.9746779742843592
CASS4,0.8323312,0.3814757,0.4054478346018128,0.9746779742843592
FRYL,0.8321163,0.35036352,0.40556303749788214,0.9746779742843592
MAOB,0.83145607,1.5518938,0.40601871669301215,0.9748439807149657
RFFL,0.831386,0.7098975,0.40600791377266054,0.9748439807149657
NKIRAS1,0.83127576,0.66665983,0.40606375177394805,0.9748439807149657
NUCKS1,0.83106214,0.3547361,0.40616172394956807,0.9749404209319708
PNPLA2,0.8309062,0.7685549,0.40628784931626116,0.975065298921302
ATG4D,0.8308485,0.9856545,0.4063225361453825,0.975065298921302
PAXBP1,0.830655,0.40835428,0.40639928566622074,0.9750731266714138
ESF1,0.83047754,0.3527297,0.4064889811232554,0.9750731266714138
RPF1,0.83027714,0.6683361,0.4066277860346126,0.9752277753836714
MLF1,0.8300039,0.7116075,0.4067886635505783,0.9752699722893763
HERPUD2,0.8300008,0.48639312,0.40676856969945974,0.9752699722893763
DOPEY2,0.82977456,0.39212546,0.4068909465517544,0.9752782509378323
PRNP,0.8297631,0.39709982,0.40690092819167956,0.9752782509378323
PAIP2B,0.829746,1.5502257,0.4069840828631228,0.9753471483160883
RBM10,0.8294678,0.5267298,0.40707824453474684,0.9754424022897836
IFFO2,0.8293433,1.1696228,0.4071874049694951,0.9755735660897045
SERPINB1,0.8289264,0.54328257,0.40738758205932346,0.9756136701399526
LRFN3,0.82869303,1.5501901,0.4075794419764862,0.9756136701399526
PROX1,0.8284989,0.7073784,0.40763953973827094,0.9756136701399526
